20201,U,관광특구,3001491,이태원 관광특구,CS200031,세탁소,114000000,4644,94210659,19789341,13585858,17753282,22590570,26429425,13851524,19789341,0,0,14075249,22056222,31822716,42427563,3618250,33991518,50796813,0,17466523,13730809,24247657,23217399,6125943,3701,943,939,923,520,733,586,943,0,0,766,1183,1538,975,182,2024,2215,0,800,916,1106,1221,195
20201,U,관광특구,3001491,이태원 관광특구,CS300020,서적,1117982877,13509,638014710,479968167,113283208,151581210,92043826,153015923,128090543,246566813,233401354,0,0,201123654,422253436,494525283,80504,414247609,702372907,26548073,685637316,215965615,90610241,77068371,20790900,7937,5572,1297,1528,1331,2003,1778,2928,2644,0,0,2191,5498,5814,6,4112,9391,283,8459,3037,805,750,169
20202,U,관광특구,3001491,이태원 관광특구,CS100008,분식전문점,84854504,9340,49961618,34892886,8584320,8437698,8055511,12207791,12676298,21058155,13834731,564966,1025158,12270165,26494672,33056564,11442979,27549293,54893728,779368,43363018,24816167,6813838,5155744,1514886,5447,3893,925,918,909,1228,1467,2332,1561,75,44,1248,2719,3793,1461,3132,6125,135,5025,2685,715,577,120
20202,U,관광특구,3001491,이태원 관광특구,CS300010,반찬가게,187154862,5893,114619658,72535204,22485252,20514083,18200207,26428794,26991322,38875697,33659507,2316060,7722747,32846689,48156988,62318836,33793542,123841412,54765146,691136,37602464,74637838,33935185,23170143,8569791,3716,2177,708,752,641,750,865,1112,1065,86,231,988,1421,2112,1055,3746,1942,15,1581,2382,927,521,261
20203,U,관광특구,3001491,이태원 관광특구,CS100001,한식음식점,6369622691,153664,4203171116,2166451575,674719766,725539614,889806063,861833181,1051272492,1219654515,946797060,953762046,148125530,1074719989,565547080,2077443975,1550024071,2915177811,2401201470,25956621,1979842786,1557035913,765644018,660821951,327077996,100529,53135,17453,18820,20591,19207,24458,29034,24101,18363,3907,41921,20222,44433,24818,73933,66080,824,53308,40130,18942,16981,9837
20203,U,관광특구,3001491,이태원 관광특구,CS100010,커피-음료,4170661972,419409,2709724239,1460937733,452653960,576891523,532910337,530266720,617001699,783188494,677749239,34505861,263192427,1034748268,1237450106,1377546473,223218837,1547790636,2369230364,55081937,1764036191,1129421842,466896063,386117745,115467223,281530,137879,47653,59260,56790,56844,60983,72441,65438,3215,35367,102000,125048,130296,23483,171335,236932,5829,182330,120455,47536,40834,11279
20203,U,관광특구,3001491,이태원 관광특구,CS300014,신발,7404317879,51545,4232252890,3172064989,794591691,891203260,759294469,1006785994,780377476,2084835602,1087229387,0,131603105,2275516236,2309554824,2628355149,59288565,5715575288,1568864921,71623406,2203259012,3105171148,1295159272,397065172,212162201,29541,22004,4718,5511,5838,6581,6893,13295,8709,0,403,13071,16278,21347,446,37195,14232,567,17361,21778,6967,2855,1900
20203,U,관광특구,3001491,이태원 관광특구,CS300027,섬유제품,88694770,148,56953068,31741702,35941524,0,2679137,18332407,0,31741702,0,0,0,2047544,38974482,47672744,0,0,88694770,0,0,50251996,10719493,14068698,13654583,90,58,18,0,18,54,0,58,0,0,0,12,106,30,0,0,148,0,0,52,24,42,30
20204,U,관광특구,3001491,이태원 관광특구,CS100002,중식음식점,523728446,13934,356925395,166803051,60566998,72409883,72407660,70702987,80837867,110461577,56341474,8738865,0,118827680,62709763,255606210,77845928,222669703,237617450,2070109,215995509,127658497,45513887,47796873,21252275,9496,4438,1579,1870,1906,1949,2192,2764,1674,160,0,3857,2169,6361,1387,6072,6547,98,5629,3336,1288,1480,784
20204,U,관광특구,3001491,이태원 관광특구,CS100005,제과점,662220056,62841,432820775,229399281,71522515,83882489,75335798,96542170,105537803,133921030,95478251,14302786,73728549,133912250,174572795,203075475,62628201,281712713,330831153,7058651,234534011,151007924,104057828,70731756,45153695,41562,21279,7567,7944,7886,8575,9590,12111,9168,1236,9071,12399,15433,18736,5966,27291,33309,818,24752,15986,8888,6046,4109
20204,U,관광특구,3001491,이태원 관광특구,CS200029,네일숍,50445922,641,36504789,13941133,1673981,5687014,14592852,4134224,10416718,10379582,3561551,0,342405,11261322,15780122,23062073,0,18020652,32425270,0,5086667,18278411,13613057,3018237,10449550,418,223,38,60,146,64,110,155,68,0,13,151,240,237,0,228,413,0,55,253,173,38,122
20204,U,관광특구,3001491,이태원 관광특구,CS300015,가방,497427413,3496,375759618,121667795,22694322,70571918,58975822,183375197,40142359,85328443,36339352,0,0,131825699,198935136,152496324,14170254,148033089,342494238,0,83707479,31516025,161217107,128789203,85297514,2244,1252,252,400,515,537,540,857,395,0,0,944,1281,1151,120,1021,2404,0,1041,432,780,618,554
20204,U,관광특구,3001491,이태원 관광특구,CS300031,가구,32962331,97,29957007,3005324,20060166,0,407125,5196397,4293319,3005324,0,0,0,8364571,15108044,9489716,0,5988441,26973890,0,5973636,8364571,14805,10215139,8394180,66,31,38,0,7,14,7,31,0,0,0,16,60,21,0,29,68,0,22,16,7,22,30
20211,U,관광특구,3001491,이태원 관광특구,CS100001,한식음식점,6414663587,150612,4226024044,2188639543,715867523,849464626,901688268,776815208,982188419,1249478206,939161337,98033473,49238869,1374399681,808860724,2985773933,1098356907,2886372998,2415305141,27718979,1769819590,1656519491,808482710,682902481,356234885,103049,47563,18985,21037,21732,19368,21927,25564,21999,302,2149,55645,24601,53597,14318,73268,60563,822,42594,39962,19723,19664,11067
20242,U,관광특구,3001491,이태원 관광특구,CS300018,의약품,410399154,26794,347215895,63183259,78343357,77480963,56020596,51827633,83543346,55552660,7630599,0,68331870,111161009,133624868,94070500,3210907,213960877,196438277,1116498,63586607,100736439,86346474,66878262,91734874,22717,4077,5017,4342,4011,3900,5447,3171,906,0,4032,8166,7149,7149,298,12944,13850,135,5380,7897,4551,4303,4528
20241,U,관광특구,3001491,이태원 관광특구,CS300016,안경,838904509,3053,481136521,357767988,76254681,73790105,130408977,89407894,111274864,177080537,180687451,0,223263,172982500,298166089,364195780,3336877,598006141,229614534,0,168257260,447003353,98219573,84015104,30125384,1991,1062,305,345,602,339,400,630,432,0,6,609,1248,1178,12,1860,1163,0,720,1472,282,342,206
20241,U,관광특구,3001491,이태원 관광특구,CS300014,신발,4362913041,26916,2592180220,1770732821,387173363,371189018,523316236,534212231,776289372,992472459,778260362,0,186182861,1133259579,1596921134,1387062201,59487266,1871345269,1488264742,20159552,515019522,985633068,1116246165,514875554,207676150,15623,11293,2741,2550,3051,3149,4132,6175,5118,0,888,6050,10145,9343,490,15064,10860,169,4692,7483,8806,3309,1466
20244,U,관광특구,3001491,이태원 관광특구,CS200037,노래방,104605049,3688,51534891,53070158,12670039,10003641,9641308,9446204,9773699,24496957,28573201,59417953,5209697,0,4645,6868067,33104687,73056767,29309250,670241,37858794,39163583,11572642,10163478,2937279,1764,1924,450,344,348,297,325,901,1023,2238,191,0,5,218,1036,2504,1133,19,1513,1423,372,230,80
